Case Name,Condition,Qty,Cost Per Unit (AUD),Total Cost (AUD),Current Price (AUD),Total Value (AUD),Profit/Loss (AUD),ROI %,Steam Market Link,Last Updated
Operation Breakout Weapon Case,Factory New,19,13.35,253.65,17.40,330.60,76.95,30.3%,https://steamcommunity.com/market/listings/730/Operation%20Breakout%20Weapon%20Case,2026-03-13 12:57 UTC
